tellimuse_nr,kuupaev,kliendi_id,kliendi_nimi,kliendi_linn,kliendityyp,toote_nimi,kategooria,tootemark,kampaania_nimi,kampaania_tyyp,liiklusallikas,makseviis,kogus,uhikuhind,muugisumma
1471,2025-09-18,8,Henri Puu,Parnu,Regular,Piim 2.5%,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Pangalink,1,1.1,1.1
1472,2025-09-18,18,Siim Paju,Tartu,Regular,Martsipan 100g,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,3.2,22.4
1473,2025-09-18,18,Siim Paju,Tartu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,1.0,3.0
1473,2025-09-18,18,Siim Paju,Tartu,Regular,Jogurt maasika,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,0.9,2.7
1473,2025-09-18,18,Siim Paju,Tartu,Regular,Mineraalvesi 1L,Jook,Vichy,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,0.8,2.4
1068,2025-09-19,1,Alice Smith,Tallinn,Regular,Coca-Cola 0.5L,Jook,CocaCola,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,1.5,6.0
1068,2025-09-19,1,Alice Smith,Tallinn,Regular,Martsipan 100g,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,3.2,6.4
1068,2025-09-19,1,Alice Smith,Tallinn,Regular,Jogurt maasika,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,5,0.9,4.5
1068,2025-09-19,1,Alice Smith,Tallinn,Regular,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,1.8,3.6
1081,2025-09-19,10,Jaan Rebane,Tallinn,VIP,Banaan,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,1.5,7.5
1116,2025-09-19,12,Lauri Ots,Narva,Regular,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,0.8,2.4
1242,2025-09-19,18,Siim Paju,Tartu,Regular,Apelsinimahl 1L,Jook,Aura,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,2.2,17.6
1242,2025-09-19,18,Siim Paju,Tartu,Regular,Apelsin,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,2,2.0,4.0
1242,2025-09-19,18,Siim Paju,Tartu,Regular,Jogurt maasika,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,0.9,7.2
1364,2025-09-19,7,Greta Mets,Tallinn,VIP,Banaan,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,2,1.5,3.0
1385,2025-09-19,8,Henri Puu,Parnu,Regular,Banaan,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,1.5,4.5
1385,2025-09-19,8,Henri Puu,Parnu,Regular,Sokolaad tume,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,2,2.3,4.6
1391,2025-09-19,20,Urmas Tamme,Tallinn,Regular,Piim 2.5%,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,1.1,7.7
1404,2025-09-19,4,Daniel Kask,Tallinn,VIP,Saiake kaneeli,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,1.0,5.0
1404,2025-09-19,4,Daniel Kask,Tallinn,VIP,Kommid assortii,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,3.5,17.5
1490,2025-09-19,3,Carla Tamm,Parnu,Regular,Kohupiim,Piimatoode,Farmi,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,1.3,7.8
1490,2025-09-19,3,Carla Tamm,Parnu,Regular,Sokolaad tume,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,8,2.3,18.4
1490,2025-09-19,3,Carla Tamm,Parnu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,8,1.5,12.0
1490,2025-09-19,3,Carla Tamm,Parnu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,1,1.0,1.0
1036,2025-09-20,17,Riina Laas,Viljandi,VIP,Apelsin,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,5,2.0,10.0
1036,2025-09-20,17,Riina Laas,Viljandi,VIP,Piim 2.5%,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,2,1.1,2.2
1063,2025-09-20,18,Siim Paju,Tartu,Regular,Õun,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Mobiilimakse,7,1.2,8.4
1063,2025-09-20,18,Siim Paju,Tartu,Regular,Pirn,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Mobiilimakse,3,1.8,5.4
1084,2025-09-20,20,Urmas Tamme,Tallinn,Regular,Apelsinimahl 1L,Jook,Aura,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,2.2,11.0
1084,2025-09-20,20,Urmas Tamme,Tallinn,Regular,Martsipan 100g,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,3.2,22.4
1166,2025-09-20,13,Mari Sepp,Tallinn,VIP,Martsipan 100g,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,3.2,3.2
1166,2025-09-20,13,Mari Sepp,Tallinn,VIP,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,4.5,31.5
1166,2025-09-20,13,Mari Sepp,Tallinn,VIP,Apelsinimahl 1L,Jook,Aura,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,2.2,13.2
1187,2025-09-20,6,Franz Saar,Tartu,Regular,Sepik,Pagaritoode,Leibur,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,2.5,12.5
1225,2025-09-20,16,Peeter Kuusk,Tallinn,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,4,1.2,4.8
1361,2025-09-20,8,Henri Puu,Parnu,Regular,Banaan,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,6,1.5,9.0
1361,2025-09-20,8,Henri Puu,Parnu,Regular,Kohv filtri 500g,Jook,Paulig,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,4,5.9,23.6
1361,2025-09-20,8,Henri Puu,Parnu,Regular,Sokolaad tume,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,3,2.3,6.9
1424,2025-09-20,20,Urmas Tamme,Tallinn,Regular,Sokolaad tume,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,2,2.3,4.6
1424,2025-09-20,20,Urmas Tamme,Tallinn,Regular,Apelsin,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,2,2.0,4.0
1424,2025-09-20,20,Urmas Tamme,Tallinn,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,1.2,9.6
1431,2025-09-20,9,Irina Kivi,Viljandi,Regular,Apelsin,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,7,2.0,14.0
1459,2025-09-20,2,Bob Jones,Tartu,VIP,Kringel mooni,Maiustus,Leibur,Avanadala pakkumine,retargeting,google_ads,Pangalink,6,2.8,16.8
1496,2025-09-20,19,Tiina Hein,Narva,Regular,Croissant,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,8,1.2,9.6
1496,2025-09-20,19,Tiina Hein,Narva,Regular,Pirn,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,8,1.8,14.4
1496,2025-09-20,19,Tiina Hein,Narva,Regular,Jogurt maasika,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,8,0.9,7.2
1498,2025-09-20,19,Tiina Hein,Narva,Regular,Apelsin,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,2.0,8.0
1498,2025-09-20,19,Tiina Hein,Narva,Regular,Õun,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,7,1.2,8.4
1001,2025-09-21,4,Daniel Kask,Tallinn,VIP,Piim 2.5%,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,2,1.1,2.2
1014,2025-09-21,6,Franz Saar,Tartu,Regular,Martsipan 100g,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,3.2,16.0
1014,2025-09-21,6,Franz Saar,Tartu,Regular,Apelsinimahl 1L,Jook,Aura,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,1,2.2,2.2
1039,2025-09-21,9,Irina Kivi,Viljandi,Regular,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Pangalink,1,0.8,0.8
1039,2025-09-21,9,Irina Kivi,Viljandi,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Pangalink,2,3.5,7.0
1054,2025-09-21,1,Alice Smith,Tallinn,Regular,Sokolaad tume,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,8,2.3,18.4
1092,2025-09-21,16,Peeter Kuusk,Tallinn,Regular,Sepik,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,2.5,7.5
1092,2025-09-21,16,Peeter Kuusk,Tallinn,Regular,Apelsin,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,6,2.0,12.0
1107,2025-09-21,16,Peeter Kuusk,Tallinn,Regular,Croissant,Pagaritoode,LaLorraine,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,1.2,4.8
1115,2025-09-21,7,Greta Mets,Tallinn,VIP,Piim 2.5%,Piimatoode,Alma,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,1.1,5.5
1115,2025-09-21,7,Greta Mets,Tallinn,VIP,Apelsin,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,8,2.0,16.0
1115,2025-09-21,7,Greta Mets,Tallinn,VIP,Banaan,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,1,1.5,1.5
1122,2025-09-21,14,Nikolai Rand,Parnu,Regular,Croissant,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,1.2,4.8
1122,2025-09-21,14,Nikolai Rand,Parnu,Regular,Kohv filtri 500g,Jook,Paulig,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,5.9,17.7
1122,2025-09-21,14,Nikolai Rand,Parnu,Regular,Apelsin,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,7,2.0,14.0
1122,2025-09-21,14,Nikolai Rand,Parnu,Regular,Kommid assortii,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,8,3.5,28.0
1180,2025-09-21,13,Mari Sepp,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,1.8,10.8
1199,2025-09-21,3,Carla Tamm,Parnu,Regular,Piim 2.5%,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,1.1,3.3
1199,2025-09-21,3,Carla Tamm,Parnu,Regular,Kommid assortii,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,3.5,10.5
1202,2025-09-21,18,Siim Paju,Tartu,Regular,Kommid assortii,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,3.5,7.0
1205,2025-09-21,7,Greta Mets,Tallinn,VIP,Kohv filtri 500g,Jook,Paulig,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,5.9,29.5
1205,2025-09-21,7,Greta Mets,Tallinn,VIP,Kommid assortii,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,3.5,17.5
1228,2025-09-21,9,Irina Kivi,Viljandi,Regular,Sai rukkine,Pagaritoode,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,1.4,4.2
1228,2025-09-21,9,Irina Kivi,Viljandi,Regular,Kommid assortii,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,2,3.5,7.0
1228,2025-09-21,9,Irina Kivi,Viljandi,Regular,Martsipan 100g,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,3.2,12.8
1277,2025-09-21,9,Irina Kivi,Viljandi,Regular,Coca-Cola 0.5L,Jook,CocaCola,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,1.5,4.5
1277,2025-09-21,9,Irina Kivi,Viljandi,Regular,Mineraalvesi 1L,Jook,Vichy,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,0.8,5.6
1321,2025-09-21,3,Carla Tamm,Parnu,Regular,Piim 2.5%,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,1.1,4.4
1321,2025-09-21,3,Carla Tamm,Parnu,Regular,Kringel mooni,Maiustus,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,8,2.8,22.4
1348,2025-09-21,13,Mari Sepp,Tallinn,VIP,Piim 2.5%,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,1.1,4.4
1410,2025-09-21,3,Carla Tamm,Parnu,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,1.2,7.2
1410,2025-09-21,3,Carla Tamm,Parnu,Regular,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,0.8,4.0
1410,2025-09-21,3,Carla Tamm,Parnu,Regular,Sepik,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,2.5,12.5
1414,2025-09-21,2,Bob Jones,Tartu,VIP,Juust Gouda,Piimatoode,Valio,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,4.5,13.5
1422,2025-09-21,1,Alice Smith,Tallinn,Regular,Coca-Cola 0.5L,Jook,CocaCola,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,5,1.5,7.5
1422,2025-09-21,1,Alice Smith,Tallinn,Regular,Apelsin,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,8,2.0,16.0
1437,2025-09-21,6,Franz Saar,Tartu,Regular,Juust Gouda,Piimatoode,Valio,Avanadala pakkumine,retargeting,google_ads,Pangalink,6,4.5,27.0
1437,2025-09-21,6,Franz Saar,Tartu,Regular,Pirn,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Pangalink,4,1.8,7.2
1437,2025-09-21,6,Franz Saar,Tartu,Regular,Kohv filtri 500g,Jook,Paulig,Avanadala pakkumine,retargeting,google_ads,Pangalink,6,5.9,35.4
1484,2025-09-21,5,Eva Lepik,Narva,Regular,Kringel mooni,Maiustus,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,2.8,22.4
1484,2025-09-21,5,Eva Lepik,Narva,Regular,Croissant,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,1.2,2.4
1484,2025-09-21,5,Eva Lepik,Narva,Regular,Piim 2.5%,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,1.1,7.7
1002,2025-09-22,18,Siim Paju,Tartu,Regular,Pirn,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,1.8,7.2
1007,2025-09-22,8,Henri Puu,Parnu,Regular,Apelsin,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,8,2.0,16.0
1007,2025-09-22,8,Henri Puu,Parnu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,6,1.5,9.0
1007,2025-09-22,8,Henri Puu,Parnu,Regular,Sai rukkine,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,3,1.4,4.2
1015,2025-09-22,4,Daniel Kask,Tallinn,VIP,Sepik,Pagaritoode,Leibur,Avanadala pakkumine,retargeting,google_ads,Pangalink,7,2.5,17.5
1015,2025-09-22,4,Daniel Kask,Tallinn,VIP,Apelsin,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Pangalink,3,2.0,6.0
1015,2025-09-22,4,Daniel Kask,Tallinn,VIP,Croissant,Pagaritoode,LaLorraine,Avanadala pakkumine,retargeting,google_ads,Pangalink,8,1.2,9.6
1056,2025-09-22,17,Riina Laas,Viljandi,VIP,Apelsinimahl 1L,Jook,Aura,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,2.2,6.6
1056,2025-09-22,17,Riina Laas,Viljandi,VIP,Sokolaad tume,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,8,2.3,18.4
1056,2025-09-22,17,Riina Laas,Viljandi,VIP,Mineraalvesi 1L,Jook,Vichy,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,8,0.8,6.4
1056,2025-09-22,17,Riina Laas,Viljandi,VIP,Martsipan 100g,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,3.2,16.0
1112,2025-09-22,18,Siim Paju,Tartu,Regular,Kringel mooni,Maiustus,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,2.8,22.4
1112,2025-09-22,18,Siim Paju,Tartu,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,1.2,6.0
1112,2025-09-22,18,Siim Paju,Tartu,Regular,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,0.8,3.2
1112,2025-09-22,18,Siim Paju,Tartu,Regular,Sai rukkine,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,1.4,9.8
1135,2025-09-22,9,Irina Kivi,Viljandi,Regular,Kohv filtri 500g,Jook,Paulig,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,2,5.9,11.8
1135,2025-09-22,9,Irina Kivi,Viljandi,Regular,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,2,1.8,3.6
1137,2025-09-22,4,Daniel Kask,Tallinn,VIP,Mineraalvesi 1L,Jook,Vichy,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,0.8,4.0
1137,2025-09-22,4,Daniel Kask,Tallinn,VIP,Banaan,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,1.5,7.5
1144,2025-09-22,3,Carla Tamm,Parnu,Regular,Martsipan 100g,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,3.2,22.4
1144,2025-09-22,3,Carla Tamm,Parnu,Regular,Apelsinimahl 1L,Jook,Aura,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,5,2.2,11.0
1160,2025-09-22,20,Urmas Tamme,Tallinn,Regular,Pirn,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,2,1.8,3.6
1160,2025-09-22,20,Urmas Tamme,Tallinn,Regular,Sepik,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,7,2.5,17.5
1167,2025-09-22,8,Henri Puu,Parnu,Regular,Apelsinimahl 1L,Jook,Aura,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,2.2,8.8
1167,2025-09-22,8,Henri Puu,Parnu,Regular,Kohupiim,Piimatoode,Farmi,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,1.3,6.5
1167,2025-09-22,8,Henri Puu,Parnu,Regular,Kommid assortii,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,3.5,28.0
1275,2025-09-22,18,Siim Paju,Tartu,Regular,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,1.8,1.8
1275,2025-09-22,18,Siim Paju,Tartu,Regular,Sokolaad tume,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,2.3,4.6
1275,2025-09-22,18,Siim Paju,Tartu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,1.0,7.0
1291,2025-09-22,16,Peeter Kuusk,Tallinn,Regular,Piim 2.5%,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,1.1,7.7
1320,2025-09-22,6,Franz Saar,Tartu,Regular,Kohupiim,Piimatoode,Farmi,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,7,1.3,9.1
1357,2025-09-22,14,Nikolai Rand,Parnu,Regular,Sai rukkine,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,1.4,1.4
1357,2025-09-22,14,Nikolai Rand,Parnu,Regular,Martsipan 100g,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,3.2,12.8
1357,2025-09-22,14,Nikolai Rand,Parnu,Regular,Apelsinimahl 1L,Jook,Aura,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,2.2,11.0
1357,2025-09-22,14,Nikolai Rand,Parnu,Regular,Piim 2.5%,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,1.1,8.8
1369,2025-09-22,19,Tiina Hein,Narva,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,1.2,1.2
1369,2025-09-22,19,Tiina Hein,Narva,Regular,Piim 2.5%,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,1.1,7.7
1369,2025-09-22,19,Tiina Hein,Narva,Regular,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,4.5,4.5
1378,2025-09-22,10,Jaan Rebane,Tallinn,VIP,Kringel mooni,Maiustus,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,2.8,22.4
1384,2025-09-22,12,Lauri Ots,Narva,Regular,Kohupiim,Piimatoode,Farmi,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,1.3,9.1
1384,2025-09-22,12,Lauri Ots,Narva,Regular,Kommid assortii,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,3.5,24.5
1384,2025-09-22,12,Lauri Ots,Narva,Regular,Banaan,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,8,1.5,12.0
1405,2025-09-22,4,Daniel Kask,Tallinn,VIP,Sepik,Pagaritoode,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,2.5,10.0
1405,2025-09-22,4,Daniel Kask,Tallinn,VIP,Sai rukkine,Pagaritoode,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,1.4,4.2
1405,2025-09-22,4,Daniel Kask,Tallinn,VIP,Kringel mooni,Maiustus,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,2.8,11.2
1405,2025-09-22,4,Daniel Kask,Tallinn,VIP,Croissant,Pagaritoode,LaLorraine,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,1,1.2,1.2
1417,2025-09-22,1,Alice Smith,Tallinn,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,1.2,8.4
1417,2025-09-22,1,Alice Smith,Tallinn,Regular,Piim 2.5%,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,1.1,5.5
1417,2025-09-22,1,Alice Smith,Tallinn,Regular,Apelsin,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,2.0,6.0
1493,2025-09-22,16,Peeter Kuusk,Tallinn,Regular,Mineraalvesi 1L,Jook,Vichy,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,1,0.8,0.8
1049,2025-09-23,10,Jaan Rebane,Tallinn,VIP,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,1.5,7.5
1049,2025-09-23,10,Jaan Rebane,Tallinn,VIP,Juust Gouda,Piimatoode,Valio,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,4.5,31.5
1058,2025-09-23,10,Jaan Rebane,Tallinn,VIP,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,2,3.5,7.0
1124,2025-09-23,12,Lauri Ots,Narva,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,1.0,1.0
1124,2025-09-23,12,Lauri Ots,Narva,Regular,Apelsin,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,2.0,14.0
1124,2025-09-23,12,Lauri Ots,Narva,Regular,Martsipan 100g,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,3.2,16.0
1124,2025-09-23,12,Lauri Ots,Narva,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,3.5,14.0
1149,2025-09-23,14,Nikolai Rand,Parnu,Regular,Sepik,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,3,2.5,7.5
1183,2025-09-23,15,Olga Valk,Tartu,Regular,Jogurt maasika,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,0.9,0.9
1194,2025-09-23,15,Olga Valk,Tartu,Regular,Kohv filtri 500g,Jook,Paulig,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,4,5.9,23.6
1219,2025-09-23,19,Tiina Hein,Narva,Regular,Sepik,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,2.5,5.0
1223,2025-09-23,5,Eva Lepik,Narva,Regular,Kohv filtri 500g,Jook,Paulig,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,5.9,41.3
1254,2025-09-23,14,Nikolai Rand,Parnu,Regular,Kommid assortii,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,3.5,14.0
1254,2025-09-23,14,Nikolai Rand,Parnu,Regular,Kohv filtri 500g,Jook,Paulig,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,5.9,23.6
1335,2025-09-23,5,Eva Lepik,Narva,Regular,Sokolaad tume,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,6,2.3,13.8
1335,2025-09-23,5,Eva Lepik,Narva,Regular,Martsipan 100g,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,3.2,9.6
